,price,mark,model,year,mileage,engine_capacity,transmission,drive,hand_drive,fuel
397,655,honda,fit,2005,105892,1300,at,2wd,rhd,gasoline
398,660,honda,fit,2001,82000,1330,at,2wd,rhd,gasoline
399,660,honda,fit,2005,79000,1330,at,2wd,rhd,gasoline
400,660,toyota,passo,2006,121000,990,at,2wd,rhd,gasoline
401,660,nissan,sunny,2003,28000,1490,at,2wd,rhd,gasoline
402,660,toyota,passo,2006,135000,990,at,2wd,rhd,gasoline
403,660,nissan,march,2006,92000,1240,at,2wd,rhd,gasoline
404,660,toyota,passo,2005,137000,990,at,2wd,rhd,gasoline
405,660,daihatsu,terios kid,2001,176000,650,mt,4wd,rhd,gasoline
406,660,nissan,tiida latio,2006,40000,1490,at,2wd,rhd,gasoline
407,660,toyota,passo,2008,57000,1290,at,2wd,rhd,gasoline
408,660,toyota,platz,2005,67000,1290,at,4wd,rhd,gasoline
409,660,suzuki,carry truck,2002,92000,650,at,2wd,rhd,gasoline
410,660,mitsubishi,pajero mini,1996,109750,660,mt,2wd,rhd,gasoline
411,663,honda,fit,2009,40898,1300,at,2wd,rhd,gasoline
412,663,toyota,vitz,2006,30673,1500,at,2wd,rhd,gasoline
413,670,nissan,x-trail,2001,163691,1990,at,4wd,rhd,gasoline
414,670,honda,insight,2009,161809,1290,at,2wd,rhd,gasoline
415,670,volkswagen,polo,2003,57000,1400,at,2wd,rhd,gasoline
416,670,suzuki,solio,2011,200000,1200,at,2wd,rhd,gasoline
417,672,toyota,passo,2004,23835,1300,at,2wd,rhd,gasoline
418,679,suzuki,carry truck,2001,57083,660,mt,2wd,rhd,gasoline
419,680,toyota,ractis,2006,58000,1290,at,2wd,rhd,gasoline
420,680,mazda,mpv,2005,189800,2200,at,4wd,rhd,gasoline
421,680,mazda,demio,2003,100000,1500,at,2wd,rhd,gasoline
422,680,mazda,verisa,2007,69000,1500,at,2wd,rhd,gasoline
423,680,nissan,cube cubic,2004,96400,1400,at,2wd,rhd,gasoline
424,681,toyota,platz,2004,42692,1500,at,2wd,rhd,gasoline
425,681,toyota,sienta,2007,62079,1500,at,2wd,rhd,gasoline
426,681,toyota,vitz,2007,58112,1000,at,2wd,rhd,gasoline
427,681,honda,fit,2009,69987,1300,at,2wd,rhd,gasoline
428,681,toyota,ractis,2006,66783,1500,at,2wd,rhd,gasoline
429,681,toyota,vitz,2009,40722,1000,at,2wd,rhd,gasoline
430,681,toyota,vitz,2009,62120,1000,at,2wd,rhd,gasoline
431,681,toyota,raum,2009,55423,1500,at,2wd,rhd,gasoline
432,681,toyota,vitz,2007,27000,1300,at,2wd,rhd,gasoline
433,681,nissan,vanette van,2009,115973,1800,at,2wd,rhd,gasoline
434,689,toyota,vitz,2007,35025,1000,at,2wd,rhd,gasoline
435,690,honda,insight,2009,200283,1290,at,2wd,rhd,gasoline
436,690,honda,accord,2006,109450,1990,at,4wd,rhd,gasoline
437,690,mazda,tribute,2002,54587,1990,at,2wd,rhd,gasoline
438,690,suzuki,swift,2010,98000,1200,at,2wd,rhd,gasoline
439,690,toyota,porte,2004,86409,1500,at,2wd,rhd,gasoline
440,690,nissan,note,2009,90000,1500,at,2wd,rhd,gasoline
441,690,toyota,passo,2012,95000,1000,at,2wd,rhd,gasoline
442,690,toyota,vitz,2010,28100,1300,at,2wd,rhd,gasoline
443,690,toyota,passo,2010,115000,1000,at,2wd,rhd,gasoline
444,690,toyota,passo,2010,117000,1000,at,2wd,rhd,gasoline
445,690,mitsubishi,pajero io,1999,153100,1800,at,4wd,rhd,gasoline
446,690,toyota,noah,2003,104848,2000,at,2wd,rhd,gasoline
447,690,honda,step wgn,2009,119200,2000,at,2wd,rhd,gasoline
448,690,nissan,vanette truck,1995,98500,1500,mt,2wd,rhd,gasoline
449,690,mitsubishi,delica truck,1997,102600,2000,at,2wd,rhd,gasoline
450,698,nissan,x-trail,2007,253446,1990,at,4wd,rhd,gasoline
451,699,honda,fit,2010,83430,1300,at,2wd,rhd,gasoline
452,699,nissan,serena,2011,142886,2000,at,2wd,rhd,gasoline
453,700,toyota,platz,2000,10340,1000,at,2wd,rhd,gasoline
454,700,honda,fit,2003,104000,1300,at,2wd,rhd,gasoline
455,700,honda,fit,2011,102000,1300,at,2wd,rhd,gasoline
456,700,suzuki,swift,2010,147000,1200,at,2wd,rhd,gasoline
457,700,nissan,tiida,2011,114000,1500,at,2wd,rhd,gasoline
458,700,mitsubishi,ek wagon,2013,87600,660,at,2wd,rhd,gasoline
459,700,daihatsu,move,2013,105000,660,at,2wd,rhd,gasoline
460,700,mazda,tribute,2001,127000,3000,at,4wd,rhd,gasoline
461,700,honda,life,2013,162500,660,at,2wd,rhd,gasoline
462,700,mitsubishi,lancer cargo,2013,66000,1500,at,2wd,rhd,gasoline
463,700,mazda,demio,2010,247000,1300,at,2wd,rhd,gasoline
464,700,toyota,ractis,2009,36300,1300,at,2wd,rhd,gasoline
465,700,daihatsu,move,2013,143300,660,at,2wd,rhd,gasoline
466,700,mazda,atenza wagon,2007,115500,2300,at,2wd,rhd,gasoline
467,700,mazda,atenza sport,2007,115500,2300,at,2wd,rhd,gasoline
468,700,mazda,atenza,2007,115500,2300,at,2wd,rhd,gasoline
469,700,nissan,cube,2009,93850,1500,at,2wd,rhd,gasoline
470,700,mitsubishi,ek wagon,2013,65700,660,mt,2wd,rhd,gasoline
471,700,nissan,vanette truck,1996,74000,1800,mt,2wd,rhd,gasoline
472,700,honda,fit,2006,157195,1330,at,2wd,rhd,gasoline
473,700,toyota,raum,2005,103051,1500,at,2wd,rhd,gasoline
474,700,honda,vamos,2000,124848,660,at,2wd,rhd,gasoline
475,700,honda,odyssey,2000,21481,2300,at,2wd,rhd,gasoline
476,707,nissan,vanette van,2002,88695,1800,mt,2wd,rhd,gasoline
477,710,honda,insight,2009,156904,1290,at,2wd,rhd,gasoline
478,710,honda,fit,2007,69000,1330,at,2wd,rhd,gasoline
479,710,subaru,r2,2004,70000,660,at,2wd,rhd,gasoline
480,715,nissan,cube,2011,118536,1500,at,2wd,rhd,gasoline
481,720,honda,insight,2009,71274,1290,at,2wd,rhd,gasoline
482,720,toyota,fun cargo,2002,79600,1300,at,2wd,rhd,gasoline
483,725,honda,airwave,2006,95406,1500,at,2wd,rhd,gasoline
484,728,toyota,ractis,2007,69787,1300,at,2wd,rhd,gasoline
485,728,toyota,passo,2011,31504,1000,at,2wd,rhd,gasoline
486,728,suzuki,swift,2007,50775,1300,at,2wd,rhd,gasoline
487,728,honda,fit,2009,57647,1300,at,2wd,rhd,gasoline
488,728,honda,fit,2009,54370,1300,at,2wd,rhd,gasoline
489,728,mitsubishi,pajero io,2003,80276,2000,at,4wd,rhd,gasoline
490,728,toyota,ipsum,2003,89593,2400,at,2wd,rhd,gasoline
491,728,toyota,passo,2006,109941,1000,at,2wd,rhd,gasoline
492,728,toyota,passo,2004,21466,1000,at,2wd,rhd,gasoline
493,728,nissan,serena,2008,165000,2000,at,2wd,rhd,gasoline
494,730,honda,airwave,2007,105994,1490,at,2wd,rhd,gasoline
495,732,toyota,ractis,2006,49171,1500,at,2wd,rhd,gasoline
496,740,toyota,fun cargo,2003,120000,1500,at,4wd,rhd,gasoline
497,740,toyota,vitz,2007,7461,1300,at,2wd,rhd,gasoline
498,740,mazda,demio,2003,91000,1500,at,2wd,rhd,gasoline
499,746,suzuki,carry truck,1999,87816,660,mt,4wd,rhd,gasoline
500,747,daihatsu,terios kid,2004,100000,660,at,2wd,rhd,gasoline
501,747,toyota,vitz,2005,31479,1296,at,2wd,rhd,gasoline
502,747,toyota,raum,2003,89028,1496,at,2wd,rhd,gasoline
503,747,toyota,passo,2005,10535,1297,at,2wd,rhd,gasoline
504,747,toyota,verossa,2001,110800,2500,at,2wd,rhd,gasoline
505,747,nissan,tiida,2006,64900,1500,at,2wd,rhd,gasoline
506,747,toyota,wish,2009,92177,1800,at,4wd,rhd,gasoline
507,747,toyota,voxy,2007,149000,2000,at,4wd,rhd,gasoline
508,747,smart,forfour,2003,114945,690,at,2wd,rhd,gasoline
509,747,toyota,ractis,2006,92000,1300,at,2wd,rhd,gasoline
510,747,toyota,vitz,2007,83000,1300,at,2wd,rhd,gasoline
511,747,nissan,elgrand,2005,142000,3500,at,4wd,rhd,gasoline
512,747,nissan,elgrand,2005,140000,3500,at,2wd,rhd,gasoline
513,750,honda,fit,2011,248328,1290,at,2wd,rhd,gasoline
514,750,suzuki,swift,2010,95000,1200,at,2wd,rhd,gasoline
515,750,toyota,vitz,2007,52150,1300,at,2wd,rhd,gasoline
516,750,nissan,note,2011,76300,1500,at,2wd,rhd,gasoline
517,750,suzuki,swift,2010,106000,1200,at,2wd,rhd,gasoline
518,750,toyota,vitz,2007,73700,1300,at,2wd,rhd,gasoline
519,750,toyota,ist,2003,214420,1300,at,2wd,rhd,gasoline
520,750,toyota,raum,2003,46714,1500,at,2wd,rhd,gasoline
521,750,mazda,demio,2011,126800,1300,at,2wd,rhd,gasoline
522,750,toyota,fun cargo,2003,48207,1300,at,2wd,rhd,gasoline
523,750,toyota,raum,2003,123300,1500,at,2wd,rhd,gasoline
524,750,toyota,raum,2003,97581,1500,at,2wd,rhd,gasoline
525,750,mazda,demio,2005,113000,1500,at,2wd,rhd,gasoline
526,750,nissan,note,2011,50492,1500,at,2wd,rhd,gasoline
527,750,toyota,raum,2004,103448,1500,at,2wd,rhd,gasoline
528,750,nissan,note,2010,82882,1500,at,2wd,rhd,gasoline
529,750,nissan,march,2009,175000,1200,at,2wd,rhd,gasoline
530,750,suzuki,swift,2010,97400,1200,at,2wd,rhd,gasoline
531,750,toyota,ractis,2006,146315,1500,at,2wd,rhd,gasoline
532,750,toyota,bb,2003,106000,1300,at,2wd,rhd,gasoline
533,750,nissan,x-trail,2004,138000,2000,at,4wd,rhd,gasoline
534,750,suzuki,swift,2006,125004,1320,at,2wd,rhd,gasoline
535,750,mitsubishi,ek wagon,2013,59000,660,at,2wd,rhd,gasoline
536,750,honda,fit,2008,105700,1300,at,2wd,rhd,gasoline
537,750,mazda,carol,2013,27100,660,mt,2wd,rhd,gasoline
538,750,mitsubishi,mirage,2012,133700,1000,at,2wd,rhd,gasoline
539,750,gm,chevrolet others,2002,70800,1320,at,2wd,rhd,gasoline
540,756,toyota,corolla spacio,2002,41807,1500,at,2wd,rhd,gasoline
541,758,nissan,tiida,2009,66000,1500,at,2wd,rhd,gasoline
542,760,nissan,march,2007,46000,1240,at,2wd,rhd,gasoline
543,760,toyota,vitz,2005,96000,990,at,2wd,rhd,gasoline
544,760,suzuki,aerio,2005,120000,1790,at,2wd,rhd,gasoline
545,760,toyota,altezza,2002,53000,1980,at,2wd,rhd,gasoline
546,760,honda,fit,2009,120000,1490,at,2wd,rhd,gasoline
547,760,opel,vectra,2006,97000,2190,at,2wd,rhd,gasoline
548,760,toyota,altezza,2003,64000,1980,at,2wd,rhd,gasoline
549,760,toyota,passo,2007,30000,990,at,2wd,rhd,gasoline
550,760,toyota,sienta,2007,182000,1490,at,2wd,rhd,gasoline
551,760,suzuki,every,2002,173000,650,at,2wd,rhd,gasoline
552,760,honda,fit,2005,78000,1330,at,2wd,rhd,gasoline
553,760,mitsubishi,minicab truck,1998,79000,650,mt,2wd,rhd,gasoline
554,760,toyota,avensis,2004,78000,1990,at,2wd,rhd,gasoline
555,760,subaru,outback,2005,112000,2450,at,4wd,rhd,gasoline
556,760,toyota,porte,2011,85700,1300,at,2wd,rhd,gasoline
557,760,daihatsu,mira,2011,104000,660,at,2wd,rhd,gasoline
558,766,nissan,tiida,2009,45000,1500,at,2wd,rhd,gasoline
559,770,toyota,vitz,2007,68000,1000,at,2wd,rhd,gasoline
560,770,toyota,ractis,2006,168000,1500,at,2wd,rhd,gasoline
561,770,toyota,passo,2008,145000,1000,at,2wd,rhd,gasoline
562,770,volkswagen,golf,1999,58491,1800,at,2wd,rhd,gasoline
563,772,toyota,ractis,2009,81059,1500,at,2wd,rhd,gasoline
564,772,toyota,mark x,2005,40787,2500,at,2wd,rhd,gasoline
565,774,toyota,gaia,1999,103985,2000,at,2wd,rhd,gasoline
566,774,toyota,passo,2011,53660,1000,at,2wd,rhd,gasoline
567,774,toyota,vitz,2008,60283,1300,at,2wd,rhd,gasoline
568,775,toyota,alphard,2003,105292,2400,at,2wd,rhd,gasoline
569,775,mazda,demio,2011,33751,1300,at,2wd,rhd,gasoline
570,775,mitsubishi,pajero mini,2003,92445,660,at,2wd,rhd,gasoline
571,775,toyota,raum,2005,24112,1500,at,2wd,rhd,gasoline
572,775,toyota,vitz,2006,76454,1300,at,2wd,rhd,gasoline
573,775,suzuki,swift,2007,43914,1200,at,2wd,rhd,gasoline
574,775,suzuki,swift,2005,53839,1500,at,2wd,rhd,gasoline
575,775,toyota,passo,2011,35679,1000,at,2wd,rhd,gasoline
576,775,suzuki,swift,2005,33444,1500,at,2wd,rhd,gasoline
577,775,toyota,passo,2011,43847,1000,at,2wd,rhd,gasoline
578,775,toyota,vitz,2007,38637,1300,at,2wd,rhd,gasoline
579,775,toyota,corolla spacio,2005,46618,1800,at,2wd,rhd,gasoline
580,775,toyota,corolla spacio,2002,45504,1500,at,2wd,rhd,gasoline
581,775,toyota,passo,2011,58858,1000,at,2wd,rhd,gasoline
582,775,toyota,caldina,2004,93626,1800,at,2wd,rhd,gasoline
583,775,nissan,cube cubic,2007,122967,1500,at,2wd,rhd,gasoline
584,779,mazda,tribute,2003,117000,2300,at,4wd,rhd,gasoline
585,780,toyota,alphard g,2003,240069,2390,at,2wd,rhd,gasoline
586,780,honda,fit hybrid,2011,133365,1290,at,2wd,rhd,gasoline
587,780,honda,fit,2011,136600,1300,at,2wd,rhd,gasoline
588,780,honda,fit,2010,121000,1300,at,2wd,rhd,gasoline
589,780,toyota,sienta,2005,81000,1500,at,2wd,rhd,gasoline
590,780,mazda,verisa,2005,85000,1500,at,2wd,rhd,gasoline
591,783,toyota,raum,2009,31744,1500,at,2wd,rhd,gasoline
592,784,toyota,passo,2004,31089,1000,at,2wd,rhd,gasoline
593,784,toyota,passo,2006,103782,1000,at,2wd,rhd,gasoline
594,784,toyota,passo,2006,122676,1000,at,2wd,rhd,gasoline
595,784,toyota,passo,2004,30913,1000,at,2wd,rhd,gasoline
596,790,honda,fit,2011,114611,1290,at,2wd,rhd,gasoline
597,790,suzuki,swift,2000,55000,1320,at,2wd,rhd,gasoline
598,790,honda,fit hybrid,2011,125000,1300,at,2wd,rhd,hybrid
599,790,nissan,tiida,2007,83700,1500,at,2wd,rhd,gasoline
600,790,suzuki,swift,2010,92000,1200,at,2wd,rhd,gasoline
601,790,honda,fit,2003,82000,1500,at,2wd,rhd,gasoline
602,790,honda,fit,2006,110000,1300,at,2wd,rhd,gasoline
604,790,toyota,ractis,2005,88500,1290,at,2wd,rhd,gasoline
605,790,honda,fit,2003,122000,1500,at,2wd,rhd,gasoline
606,790,honda,fit,2007,95000,1500,at,2wd,rhd,gasoline
607,790,honda,fit,2003,24000,1500,at,2wd,rhd,gasoline
608,790,honda,fit,2005,86000,1300,at,2wd,rhd,gasoline
609,790,honda,fit,2003,66000,1300,at,2wd,rhd,gasoline
610,790,honda,fit,2003,71000,1500,at,2wd,rhd,gasoline
612,790,honda,fit,2006,87000,1500,at,2wd,rhd,gasoline
613,790,honda,fit,2003,107000,1300,at,2wd,rhd,gasoline
615,790,honda,fit,2006,104000,1300,at,2wd,rhd,gasoline
616,790,honda,fit,2003,96000,1300,at,2wd,rhd,gasoline
617,790,honda,fit,2005,99000,1300,at,2wd,rhd,gasoline
618,790,honda,fit,2007,45000,1300,at,2wd,rhd,gasoline
619,790,honda,fit,2006,80000,1300,at,2wd,rhd,gasoline
620,790,honda,fit,2009,71000,1400,at,2wd,rhd,gasoline
621,790,mazda,verisa,2007,56000,1500,at,2wd,rhd,gasoline
622,790,honda,fit,2005,49000,1300,at,2wd,rhd,gasoline
623,790,honda,fit,2006,38000,1500,at,2wd,rhd,gasoline
624,790,honda,fit,2005,79000,1300,at,2wd,rhd,gasoline
625,790,honda,fit,2007,118000,1300,at,2wd,rhd,gasoline
626,790,honda,fit,2007,120000,1300,at,2wd,rhd,gasoline
627,790,honda,fit,2005,90000,1300,at,2wd,rhd,gasoline
628,790,honda,fit,2006,33000,1300,at,2wd,rhd,gasoline
629,790,honda,fit,2006,49000,1300,at,2wd,rhd,gasoline
630,790,honda,fit,2003,92000,1300,at,2wd,rhd,gasoline
631,790,honda,fit,2005,70000,1300,at,2wd,rhd,gasoline
632,790,honda,fit,2003,69000,1300,at,2wd,rhd,gasoline
633,790,honda,fit,2005,34000,1300,at,2wd,rhd,gasoline
634,790,honda,fit,2002,171000,1300,at,2wd,rhd,gasoline
635,790,honda,fit,2005,81000,1300,at,2wd,rhd,gasoline
636,790,honda,fit,2005,64000,1300,at,2wd,rhd,gasoline
637,790,honda,fit,2005,55000,1300,at,2wd,rhd,gasoline
639,790,honda,fit,2005,68000,1300,at,2wd,rhd,gasoline
640,790,honda,fit,2003,84000,1300,at,2wd,rhd,gasoline
641,790,honda,fit,2005,30000,1300,at,2wd,rhd,gasoline
642,790,mazda,premacy,2012,112000,2000,at,2wd,rhd,gasoline
643,790,honda,fit,2003,77000,1300,at,2wd,rhd,gasoline
644,790,honda,fit,2005,128000,1300,at,2wd,rhd,gasoline
645,790,honda,fit,2004,109000,1300,at,2wd,rhd,gasoline
646,790,honda,fit,2003,68000,1300,at,2wd,rhd,gasoline
647,790,honda,fit,2005,111000,1300,at,2wd,rhd,gasoline
648,790,honda,fit,2007,102000,1300,at,2wd,rhd,gasoline
649,790,honda,fit,2007,113000,1300,at,2wd,rhd,gasoline
650,790,honda,fit,2003,104000,1300,at,2wd,rhd,gasoline
651,790,honda,fit,2004,78000,1500,at,2wd,rhd,gasoline
652,790,honda,fit,2004,65000,1300,at,2wd,rhd,gasoline
653,790,honda,fit,2006,108000,1300,at,2wd,rhd,gasoline
654,790,honda,fit,2004,85000,1300,at,2wd,rhd,gasoline
655,790,honda,fit,2002,48000,1500,at,2wd,rhd,gasoline
656,790,honda,fit,2007,90000,1300,at,2wd,rhd,gasoline
657,790,honda,fit,2003,75000,1500,at,2wd,rhd,gasoline
658,792,toyota,mark x,2005,49050,2500,at,2wd,rhd,gasoline
659,793,toyota,brevis,2003,97000,2500,at,2wd,rhd,gasoline
660,793,toyota,ractis,2005,106000,1300,at,2wd,rhd,gasoline
661,793,toyota,ractis,2006,51000,1500,at,2wd,rhd,gasoline
662,798,toyota,raum,2007,158919,1500,at,2wd,rhd,gasoline
663,799,honda,fit,2009,71450,1300,at,2wd,rhd,gasoline
664,800,nissan,tiida,2008,77000,1500,at,2wd,rhd,gasoline
665,800,suzuki,mr wagon,2006,122000,660,at,2wd,rhd,gasoline
666,800,honda,fit,2005,115000,1330,at,2wd,rhd,gasoline
667,800,honda,fit,2005,67000,1330,at,2wd,rhd,gasoline
668,800,toyota,vitz,2006,124000,990,at,2wd,rhd,gasoline
669,800,toyota,ractis,2006,87000,1490,at,2wd,rhd,gasoline
670,800,bmw,mini,2003,110000,1590,at,2wd,rhd,gasoline
671,800,toyota,brevis,2004,140000,2490,at,2wd,rhd,gasoline
672,800,mazda,axela sport,2005,122000,1490,at,2wd,rhd,gasoline
673,800,suzuki,swift,2010,72000,1200,at,2wd,rhd,gasoline
674,800,suzuki,swift,2010,96000,1200,at,2wd,rhd,gasoline
675,800,toyota,vitz,2009,135000,1000,at,2wd,rhd,gasoline
676,800,toyota,alphard v,2003,85800,2400,at,2wd,rhd,gasoline
677,800,toyota,alphard,2003,85800,2400,at,2wd,rhd,gasoline
678,800,toyota,raum,2003,28965,1500,at,2wd,rhd,gasoline
679,800,honda,fit,2007,54496,1300,at,2wd,rhd,gasoline
680,800,subaru,pleo,2013,155100,660,at,2wd,rhd,gasoline
681,800,toyota,raum,2009,90000,1500,at,2wd,rhd,gasoline
682,800,suzuki,swift,2003,133362,1300,mt,2wd,rhd,gasoline
683,800,toyota,noah,2005,127500,2000,at,4wd,rhd,gasoline
684,800,daihatsu,move,2013,165700,660,at,2wd,rhd,gasoline
685,800,daihatsu,mira,2013,118300,660,at,2wd,rhd,gasoline
686,800,subaru,pleo,2013,119000,660,at,2wd,rhd,gasoline
687,800,honda,life,2013,119000,660,at,2wd,rhd,gasoline
688,800,mazda,demio,2005,97000,1500,at,2wd,rhd,gasoline
689,800,mazda,tribute,2005,108600,2300,at,4wd,rhd,gasoline
690,800,mitsubishi,minicab van,2013,119700,660,at,2wd,rhd,gasoline
691,800,toyota,passo,2005,84000,1300,at,2wd,rhd,gasoline
692,800,honda,edix,2005,203000,1700,at,2wd,rhd,gasoline
693,800,mazda,demio,2006,185000,1300,at,2wd,rhd,gasoline
694,800,toyota,sienta,2005,195000,1500,at,2wd,rhd,gasoline
695,800,mitsubishi,ek wagon,2013,79200,660,at,2wd,rhd,gasoline
696,800,subaru,pleo,2013,193100,660,at,2wd,rhd,gasoline
697,800,nissan,nv100clipper,2013,140100,660,at,2wd,rhd,gasoline
698,800,mazda,demio,2005,116000,1300,at,2wd,rhd,gasoline
699,800,mitsubishi,pajero io,2003,115100,1800,at,4wd,rhd,gasoline
700,800,honda,fit,2006,99000,1300,at,2wd,rhd,gasoline
701,800,suzuki,alto,2013,93100,660,at,4wd,rhd,gasoline
702,800,nissan,ad van,2014,158000,1500,at,2wd,rhd,gasoline
703,800,toyota,voxy,2004,100817,2000,at,2wd,rhd,gasoline
704,800,mitsubishi,minicab truck,1999,154400,660,mt,4wd,rhd,gasoline
705,803,toyota,vitz,2007,53543,1300,at,2wd,rhd,gasoline
706,808,toyota,ractis,2007,55000,1500,at,2wd,rhd,gasoline
707,810,mazda,demio,2006,111000,1500,at,2wd,rhd,gasoline
708,812,toyota,wish,2003,148600,1800,at,4wd,rhd,gasoline
709,820,toyota,raum,2004,78440,1500,at,2wd,rhd,gasoline
710,820,volkswagen,golf,2005,10000,2000,at,2wd,rhd,gasoline
711,820,toyota,vitz,2007,63000,1300,at,2wd,rhd,gasoline
712,820,mazda,verisa,2004,98000,1500,at,2wd,rhd,gasoline
713,821,toyota,vitz,2007,68678,1300,at,2wd,rhd,gasoline
714,821,honda,fit,2009,82386,1300,at,2wd,rhd,gasoline
715,821,toyota,vitz,2009,20204,1000,at,2wd,rhd,gasoline
716,821,toyota,ractis,2010,76466,1300,at,2wd,rhd,gasoline
717,821,honda,accord,2005,59263,2000,at,2wd,rhd,gasoline
718,821,toyota,vitz,2009,63029,1300,at,2wd,rhd,gasoline
719,821,toyota,passo,2007,36342,1000,at,2wd,rhd,gasoline
720,821,toyota,passo,2008,42807,1000,at,2wd,rhd,gasoline
721,821,mazda,demio,2006,48000,1300,at,2wd,rhd,gasoline
722,824,toyota,ist,2003,81036,1500,at,2wd,rhd,gasoline
723,825,mazda,demio,2007,90300,1500,at,2wd,rhd,gasoline
724,830,nissan,march,2012,170000,1200,at,2wd,rhd,gasoline
725,831,toyota,brevis,2001,99000,2500,at,2wd,rhd,gasoline
726,831,suzuki,swift,2007,78400,1300,at,2wd,rhd,gasoline
727,831,toyota,raum,2004,106100,1500,at,2wd,rhd,gasoline
728,831,toyota,raum,2006,54000,1500,at,2wd,rhd,gasoline
729,835,toyota,noah,2003,86000,2000,at,2wd,rhd,gasoline
730,840,nissan,note,2011,105000,1500,at,2wd,rhd,gasoline
731,840,subaru,legacy b4,2007,143494,2000,at,4wd,rhd,gasoline
732,840,toyota,raum,2009,71935,1496,at,4wd,rhd,gasoline
733,840,toyota,mark x,2005,42133,2499,at,2wd,rhd,gasoline
734,840,toyota,ractis,2007,44653,1296,at,2wd,rhd,gasoline
735,840,toyota,ipsum,1997,96224,2000,at,2wd,rhd,gasoline
736,840,suzuki,sx4,2007,100422,1500,at,2wd,rhd,gasoline
737,840,honda,fit,2005,90747,1500,mt,2wd,rhd,gasoline
738,840,nissan,note,2010,159000,1500,at,2wd,rhd,gasoline
739,840,volkswagen,golf,2007,78740,1600,at,2wd,rhd,gasoline
740,840,nissan,x-trail,2005,116737,2000,at,4wd,rhd,gasoline
741,840,toyota,passo,2006,85799,1000,at,2wd,rhd,gasoline
742,840,volkswagen,polo,2009,63000,1400,at,2wd,rhd,gasoline
743,840,honda,edix,2004,60000,2000,at,2wd,rhd,gasoline
744,840,volkswagen,polo,2008,62900,1400,at,2wd,rhd,gasoline
745,840,toyota,passo,2004,34451,1000,at,2wd,rhd,gasoline
746,840,subaru,legacy,2004,51080,2000,at,4wd,rhd,gasoline
747,840,mazda,tribute,2004,191900,2300,at,4wd,rhd,gasoline
748,840,suzuki,carry truck,1990,55189,660,mt,2wd,rhd,gasoline
749,840,nissan,vanette van,2010,194613,1990,mt,2wd,rhd,diesel
750,840,honda,cr-v,2002,180722,1990,at,4wd,rhd,gasoline
751,840,mitsubishi,pajero io,2001,77472,1990,at,4wd,rhd,gasoline
752,840,toyota,vitz,2005,68000,1000,at,2wd,rhd,gasoline
753,840,bmw,mini,2003,84000,1600,at,2wd,rhd,gasoline
754,841,toyota,mark x,2005,67776,2500,at,2wd,rhd,gasoline
755,845,nissan,tiida,2010,47872,1500,at,2wd,rhd,gasoline
756,848,honda,stream,2006,97300,1799,at,2wd,rhd,gasoline
757,849,nissan,vanette truck,1996,241608,1800,mt,2wd,rhd,gasoline
758,850,mazda,bongo truck,1991,122798,1490,mt,2wd,rhd,gasoline
759,850,toyota,alphard,2002,156622,2990,at,4wd,rhd,gasoline
760,850,toyota,alphard v,2002,156622,2990,at,4wd,rhd,gasoline
761,850,toyota,alphard g,2002,156622,2990,at,4wd,rhd,gasoline
762,850,toyota,vitz,2009,77739,1300,cvt,2wd,rhd,gasoline
763,850,toyota,noah,2003,139050,2000,at,2wd,rhd,gasoline
764,850,toyota,aristo,1999,88016,3000,at,2wd,rhd,gasoline
765,850,toyota,fun cargo,2003,51055,1300,at,2wd,rhd,gasoline
766,850,toyota,wish,2003,60491,1800,at,2wd,rhd,gasoline
767,850,toyota,vitz,2006,71000,990,at,2wd,rhd,gasoline
768,850,toyota,raum,2003,73000,1490,at,2wd,rhd,gasoline
769,850,toyota,sienta,2007,81000,1490,at,2wd,rhd,gasoline
770,850,suzuki,alto,2013,70700,660,at,2wd,rhd,gasoline
771,850,toyota,wish,2005,58380,1800,at,2wd,rhd,gasoline
772,850,toyota,wish,2007,248742,1800,at,2wd,rhd,gasoline
773,850,toyota,ractis,2009,126045,1500,cvt,2wd,rhd,gasoline
774,850,toyota,wish,2005,155127,1800,at,2wd,rhd,gasoline
775,850,toyota,wish,2003,148842,1800,at,2wd,rhd,gasoline
776,850,toyota,fun cargo,2003,47217,1300,at,2wd,rhd,gasoline
777,850,toyota,wish,2006,111252,1800,at,2wd,rhd,gasoline
778,850,toyota,wish,2005,120590,1800,at,2wd,rhd,gasoline
779,850,toyota,vitz,2007,29991,1300,cvt,2wd,rhd,gasoline
780,850,toyota,noah,2003,143442,2000,at,2wd,rhd,gasoline
781,850,toyota,noah,2005,62045,2000,cvt,2wd,rhd,gasoline
782,850,toyota,wish,2003,179499,1800,at,2wd,rhd,gasoline
783,850,toyota,noah,2004,92706,2000,cvt,2wd,rhd,gasoline
784,850,toyota,sienta,2004,55036,1500,cvt,2wd,rhd,gasoline
785,850,toyota,vitz,2006,55158,1300,cvt,2wd,rhd,gasoline
786,850,toyota,vitz,2005,82689,1300,cvt,2wd,rhd,gasoline
787,850,toyota,fun cargo,2001,94444,1300,at,2wd,rhd,gasoline
788,850,toyota,wish,2005,90951,1800,at,2wd,rhd,gasoline
789,850,toyota,vitz,2007,52783,1300,cvt,2wd,rhd,gasoline
790,850,toyota,wish,2005,120121,1800,at,2wd,rhd,gasoline
791,850,toyota,vitz,2005,76698,1500,cvt,2wd,rhd,gasoline
